"PWS ID","PWS Name","Primacy Agency","Owner Type","Primary Source","Population Served Count","Address Line1","Address Line2","City Name","State Code","Zip Code","First Reported Date","Last Reported Date"
"NJ1106002","MERCER COUNTY CORRECTIONAL CEN","New Jersey","Local government","Ground water","860","300 SCOTCH RD","-","WEST TRENTON","NJ","08690","01-MAR-1980","21-JUN-2018"
"MA2299000","TOWNSEND WATER DEPARTMENT","Massachusetts","Local government","Ground water","6,500","540 MAIN ST","-","WEST TOWNSEND","MA","01474","26-FEB-1979","18-JUN-2018"
"IN5284015","WEST TERRE HAUTE WATER","Indiana","Local government","Ground water","4,140","500 West National Avenue","-","WEST TERRE HAUTE","IN","47885","21-JAN-1981","13-JUN-2018"
"TX1160012","CITY OF WEST TAWAKONI","Texas","Local government","Surface water","3,720","1533 E HIGHWAY 276","-","WEST TAWAKONI","TX","75474-7007","14-MAR-1980","18-JUN-2018"
"MA1326000","WEST STOCKBRIDGE WATER DEPT","Massachusetts","Local government","Ground water","535","P.O. BOX 525","-","WEST STOCKBRIDGE","MA","01266","26-FEB-1979","18-JUN-2018"
"MA1325000","WEST SPRINGFIELD DPW WATER DIVISION","Massachusetts","Local government","Surface water","28,391","26 CENTRAL ST","SUITE 17","WEST SPRINGFIELD","MA","01089","26-FEB-1979","18-JUN-2018"
"IL0470200","WEST SALEM","Illinois","Local government","Ground water purchased","923","WEST SALEM WATER PLANT","339 NORTH WEST STREET","WEST SALEM","IL","62476","13-FEB-1981","13-JUN-2018"
"WI6320334","WEST SALEM WATERWORKS","Wisconsin","Local government","Ground water","4,960","175 SOUTH LEONARD STREET","-","WEST SALEM","WI","54669","28-JAN-1981","14-JUN-2018"
"CA5710003","CITY OF WEST SACRAMENTO","California","Local government","Surface water","46,500","400 N. Harbor blvd.","-","WEST SACRAMENTO","CA","95601","22-MAR-1979","17-MAY-2018"
"VT0005244","WEST RUTLAND TOWN","Vermont","Local government","Ground water","1,913","-","35 MARBLE ST","WEST RUTLAND","VT","05777","23-JUL-1981","23-MAY-2018"
"PA3060078","WEST READING BORO WATER","Pennsylvania","Local government","Surface water purchased","4,300","500 CHESTNUT ST","-","WEST READING","PA","19611","12-FEB-1979","28-JUN-2018"
"UTAH29006","HOOPER WATER IMPROVEMENT DISTRICT","Utah","Local government","Ground water","19,524","1620 W 525 N","-","WEST POINT","UT","84015","13-FEB-1979","14-FEB-2018"
"IA5691012","WEST POINT MUNI WATER SYSTEM","Iowa","Local government","Surface water purchased","966","ATTN MARK CAMBY OPERATOR","313 FIFTH ST","WEST POINT","IA","52656","27-FEB-1979","29-JUN-2018"
"NE3103904","WEST POINT, CITY OF","Nebraska","Local government","Ground water","3,465","444 S MAIN ST","PO BOX 327","WEST POINT","NE","68788","04-APR-1979","29-JUN-2018"
"VA4101900","WEST POINT, TOWN OF","Virginia","Local government","Ground water","3,000","3620 KING WILLIAM AVE.","P. O. BOX 152","WEST POINT","VA","23181","10-FEB-1979","22-MAY-2018"
"GA2850002","WEST POINT","Georgia","Local government","Surface water","3,929","P.O. BOX 487","-","WEST POINT","GA","31833-0487","12-MAR-1980","04-MAY-2018"
"MS0130015","SILOAM W/A #2-GRIFFITH WELL","Mississippi","Public/Private","Ground water","1,909","P O BOX 224","-","WEST POINT","MS","39773","15-MAR-1980","28-JUN-2018"
"MS0130016","SILOAM W/A #3-BEASLEY WELL","Mississippi","Public/Private","Ground water","762","P O BOX 224","-","WEST POINT","MS","39773","15-MAR-1980","28-JUN-2018"
"NY3511338","U.S.M.A. - STONEY LONESOME SYS","New York","Federal government","Surface water","4,000","USMA","667 RUGER RD.","WEST POINT","NY","10996","29-JAN-1981","20-JUN-2018"
"NY3511887","U.S.M.A. - LUSK SYSTEM","New York","Federal government","Surface water","8,000","USMA","667 RUGER RD.","WEST POINT","NY","10996","29-JAN-1981","20-JUN-2018"
"MS0130008","CITY OF WEST POINT","Mississippi","Local government","Ground water","15,062","PO BOX 1117","-","WEST POINT","MS","39773","28-FEB-1979","28-JUN-2018"
"UTAH06020","WEST POINT CITY WATER SYSTEM","Utah","Local government","Surface water purchased","8,288","3200 W 300 N","-","WEST POINT","UT","84015","13-FEB-1979","14-FEB-2018"
"MO4010853","WEST PLAINS PWS","Missouri","Local government","Groundwater under influence of surface water","12,000","1910 HOLIDAY LN","PO BOX 710","WEST PLAINS","MO","65775-0000","07-MAR-1980","29-JUN-2018"
"SC0410009","WEST PELZER TOWN OF (0410009)","South Carolina","Local government","Surface water purchased","1,168","3 HINDMAN ST","ATTN:  MICHAEL W MAHAFFEY","WEST PELZER","SC","29669","10-FEB-1979","15-MAY-2018"
"SC0410008","PELZER TOWN OF (0410008)","South Carolina","Local government","Surface water purchased","1,425","3 HINDMAN ST","-","WEST PELZER","SC","29669","10-FEB-1979","15-MAY-2018"
"ME0091600","WEST PARIS WATER DISTRICT","Maine","Local government","Ground water","578","PO BOX 233","-","WEST PARIS","ME","04289","08-MAR-1979","17-MAY-2018"
"FL4501559","WEST PALM BEACH WTP","Florida","Local government","Surface water","102,000","401 CLEMATIS STREET, 4TH FLOOR","-","WEST PALM BEACH","FL","33401","10-FEB-1979","18-MAY-2018"
"KY0730454","WEST MCCRACKEN CO WATER DISTRICT","Kentucky","Local government","Surface water purchased","4,410","8020 OGDEN LANDING RD","-","WEST PADUCAH","KY","42086","10-FEB-1979","16-MAY-2018"
"NY5304408","SUEZ WATER OF NICHOLS","New York","Private","Ground water","613","SUEZ WATER NEW YORK","360 WEST NYACK ROAD","WEST NYACK","NY","10994","29-JAN-1981","20-JUN-2018"
"NY4303673","SUEZ WATER NEW YORK","New York","Private","Surface water","270,000","360 West Nyack Road","-","WEST NYACK","NY","10994","29-JAN-1981","20-JUN-2018"
"NY5304409","SUEZ WATER OF OWEGO","New York","Private","Ground water","4,850","SUEZ WATER NEW YORK","360 WEST NYACK ROAD","WEST NYACK","NY","10994","29-JAN-1981","20-JUN-2018"
"NY3512132","BLUE LAKE","New York","Private","Surface water","1,850","Suez Water","360 WEST NYACK ROAD","WEST NYACK","NY","10994","29-JAN-1981","20-JUN-2018"
"NY3503592","INDIAN KILL","New York","Private","Surface water","1,000","Suez Water","360 WEST NYACK ROAD","WEST NYACK","NY","10994","29-JAN-1981","20-JUN-2018"
"MA3324000","WEST NEWBURY WATER DEPARTMENT","Massachusetts","Local government","Surface water purchased","2,881","381 MAIN ST","-","WEST NEWBURY","MA","01985","26-FEB-1979","18-JUN-2018"
"LA1073047","SOUTHWEST OUACHITA WATERWORKS, INC","Louisiana","Private","Ground water","10,092","SOUTHWEST OUACHITA WATERWORKS, INC.","1840 HWY 3033","WEST MONROE","LA","71292","06-MAR-1980","13-JUN-2018"
"LA1073011","COUNTRY ESTATES WATER SYSTEM NORTH","Louisiana","Private","Ground water","597","L & R UTILITIES, INC.","401 THOMAS ROAD, SUITE 5","WEST MONROE","LA","71292","06-MAR-1980","13-JUN-2018"
"LA1073060","CADEVILLE WATER DISTRICT","Louisiana","Local government","Ground water","4,800","CADEVILLE WATER SYSTEM","P.O. Box 1316","WEST MONROE","LA","71294","06-MAR-1980","13-JUN-2018"
"LA1073056","WEST MONROE WATER SYSTEM","Louisiana","Local government","Ground water","15,930","CITY OF WEST MONROE","303 W. PAVILION DRIVE","WEST MONROE","LA","71292","06-MAR-1980","13-JUN-2018"
"OH5501711","WEST MILTON VILLAGE PWS","Ohio","Local government","Ground water purchased","4,800","701 S MIAMI ST","-","WEST MILTON","OH","45383","30-JAN-1981","26-JUN-2018"
"NJ1615016","WEST MILFORD TWP MUA OLDE MILFORD ESTATE","New Jersey","Local government","Ground water","1,577","179 CAHILL CROSS ROAD","SUITE 221","WEST MILFORD","NJ","07480","01-MAR-1980","21-JUN-2018"
"WV3301719","GREATER HARRISON PSD - QUIET DELL","West Virginia","Local government","Surface water purchased","1,938","-","PO BOX 249","WEST MILFORD","WV","26451","27-MAR-1979","22-MAY-2018"
"WV3301713","GREATER HARRISON PSD LOST CREEK MT CLARE","West Virginia","Local government","Surface water purchased","3,398","-","PO BOX 249","WEST MILFORD","WV","26451","27-MAR-1979","22-MAY-2018"
"WV3301727","GREATER HARRISON PSD VALLEY OF GOOD HOPE","West Virginia","Local government","Surface water purchased","2,505","-","PO BOX 249","WEST MILFORD","WV","26451","27-MAR-1979","22-MAY-2018"
"NJ1615002","WEST MILFORD TWP MUA GREENBROOK ESTATES","New Jersey","Local government","Ground water","600","179 CAHILL CROSS ROAD","SUITE 221","WEST MILFORD","NJ","07480","01-MAR-1980","21-JUN-2018"
"WV3301728","WEST MILFORD WATER WORKS","West Virginia","Local government","Surface water purchased","614","-","PO BOX 249","WEST MILFORD","WV","26451","27-MAR-1979","22-MAY-2018"
"NJ1615012","WEST MILFORD TWP MUA AWOSTING","New Jersey","Local government","Ground water","633","179 CAHILL CROSS ROAD","SUITE 221","WEST MILFORD","NJ","07480","01-MAR-1980","21-JUN-2018"
"NJ1615014","WEST MILFORD TWP MUA CRESCENT PARK","New Jersey","Local government","Ground water","700","179 CAHILL CROSS ROAD","SUITE 221","WEST MILFORD","NJ","07480","01-MAR-1980","21-JUN-2018"
"FL4131558","WEST MIAMI, CITY OF","Florida","Local government","Ground water purchased","6,100","901 SW 62ND AVE","-","WEST MIAMI","FL","33144","10-FEB-1979","18-MAY-2018"
"AR0000156","WEST MEMPHIS WATERWORKS","Arkansas","Local government","Ground water","25,400","P O BOX 1868","-","WEST MEMPHIS","AR","72303","29-MAR-1979","18-JUN-2018"
"FL3051460","WEST MELBOURNE WTR SYS(CONSEC)","Florida","Local government","Surface water purchased","20,250","2240 MINTON RD","-","WEST MELBOURNE","FL","32904","10-FEB-1979","18-MAY-2018"
"OH4602512","WEST MANSFIELD VILLAGE PWS","Ohio","Local government","Ground water","700","127 Noth Main Street","-","WEST MANSFIELD","OH","43358","30-JAN-1981","26-JUN-2018"
"OR4100944","WEST LINN, CITY OF","Oregon","Local government","Surface water purchased","25,002","4100 NORFOLK ST","-","WEST LINN","OR","97068","12-MAR-1979","05-JUN-2018"
"IA7073010","WEST LIBERTY WATER UTILITY","Iowa","Local government","Ground water","3,776","ATTN GEORGE PEARL WATER SUPT","409 N CALHOUN ST","WEST LIBERTY","IA","52776","27-FEB-1979","29-JUN-2018"
"OH4602412","WEST LIBERTY VILLAGE PWS","Ohio","Local government","Ground water","1,800","313 Washington St","-","WEST LIBERTY","OH","43357","30-JAN-1981","26-JUN-2018"
"KY0880452","WEST LIBERTY WATER COMPANY","Kentucky","Private","Surface water","2,367","565 MAIN ST","-","WEST LIBERTY","KY","41472","10-FEB-1979","16-MAY-2018"
"IN5286003","WEST LEBANON WATER WORKS","Indiana","Local government","Ground water","900","P.O. Box 201, 201 North High Street","-","WEST LEBANON","IN","47991","21-JAN-1981","13-JUN-2018"
"OH1600712","WEST LAFAYETTE PWS","Ohio","Local government","Ground water","2,321","113 East Railroad St","-","WEST LAFAYETTE","OH","43845","30-JAN-1981","26-JUN-2018"
"IN5279015","PURDUE UNIV. WATER WORKS","Indiana","State government","Ground water","55,000","403 Sheetz Street","-","WEST LAFAYETTE","IN","47907-2075","21-JAN-1981","13-JUN-2018"
"RI1858421","KINGSTON WATER DISTRICT","Rhode Island","Local government","Ground water","3,933","P.O. BOX 216","-","WEST KINGSTON","RI","02892","08-MAR-1979","17-MAY-2018"
"UTAH18027","JORDAN VALLEY WCD","Utah","Local government","Surface water","82,500","8215 SOUTH  1300 WEST","-","WEST JORDAN","UT","84088","13-FEB-1979","14-FEB-2018"
"OH4902012","WEST JEFFERSON VILLAGE PWS","Ohio","Local government","Ground water","4,222","28 E MAIN ST","-","WEST JEFFERSON","OH","43162","30-JAN-1981","26-JUN-2018"
"NC0105010","WEST JEFFERSON, TOWN OF","North Carolina","Local government","Groundwater under influence of surface water","1,305","PO BOX 490","-","WEST JEFFERSON","NC","28694","12-MAR-1980","28-JUN-2018"
"NY2902857","WEST HEMPSTEAD WD","New York","Local government","Ground water","32,031","WEST HEMPSTEAD WATER DISTRICT","575 BIRCH STREET","WEST HEMPSTEAD","NY","11552","29-JAN-1981","20-JUN-2018"
"NY2902859","CATHEDRAL GARDENS WD","New York","Local government","Ground water purchased","1,500","CATHEDRAL GARDENS WD","114 WESTMINSTER ROAD","WEST HEMPSTEAD","NY","11552","29-JAN-1981","20-JUN-2018"
"AR0000416","WEST HELENA WATER WORKS","Arkansas","Local government","Ground water","7,500","92 PLAZA STREET","-","WEST HELENA","AR","72390","29-MAR-1979","18-JUN-2018"
"IN5215008","NORTH DEARBORN WATER CORPORATION","Indiana","Local government","Ground water","5,735","7484 Christina Drive, Suite 103","-","WEST HARRISON","IN","47060","21-JAN-1981","13-JUN-2018"
"WV3302203","WEST HAMLIN, CITY OF","West Virginia","Local government","Surface water","2,285","-","P O BOX 221","WEST HAMLIN","WV","25571","27-MAR-1979","22-MAY-2018"
"PA1150102","UMH OXFORD VILLAGE MHP","Pennsylvania","Private","Ground water","670","2 DOLINGER DRIVE","-","WEST GROVE","PA","19390","12-FEB-1979","28-JUN-2018"
"PA1150105","WEST GROVE BOROUGH","Pennsylvania","Local government","Ground water","2,873","117 ROSEHILL AVE PO BOX 61","-","WEST GROVE","PA","19390","12-FEB-1979","28-JUN-2018"
"MA2115001","WEST GROTON WATER SUPPLY DISTRICT","Massachusetts","Local government","Ground water","1,749","P.O. BOX 246","-","WEST GROTON","MA","01472","26-FEB-1979","18-JUN-2018"
"ME0091165","NORTHPORT VILLAGE CORP WTR DEP","Maine","Local government","Ground water purchased","650","15 MANNING DRIVE","-","WEST GARDINER","ME","04345","08-MAR-1979","17-MAY-2018"
"IL0550700","WEST FRANKFORT","Illinois","Local government","Surface water purchased","9,612","110 N. Jefferson","-","WEST FRANKFORT","IL","62896","13-FEB-1981","13-JUN-2018"
"AR0000577","WEST FORK WATERWORKS","Arkansas","Local government","Surface water purchased","6,110","P O BOX 339","-","WEST FORK","AR","72774","29-MAR-1979","18-JUN-2018"
"OH7803911","WEST FARMINGTON VILLAGE PWS","Ohio","Local government","Surface water","775","251 Fourth Street","P. O. Box 215","WEST FARMINGTON","OH","44491","30-JAN-1981","26-JUN-2018"
"ND0900999","WEST FARGO CITY OF","North Dakota","Local government","Surface water purchased","34,858","810 12TH AVE NW","-","WEST FARGO","ND","58078","13-FEB-1979","25-JUN-2018"
"IL0890950","WEST DUNDEE","Illinois","Local government","Ground water","7,331","VILLAGE HALL","900 ANGLE TARN RD.","WEST DUNDEE","IL","60118","13-FEB-1981","13-JUN-2018"
"IA7785007","WEST DES MOINES WATER WORKS","Iowa","Local government","Surface water purchased","63,541","ATTN MITCH PINKERTON","1505 RAILROAD AVE","WEST DES MOINES","IA","50265","27-FEB-1979","29-JUN-2018"
"NY1902012","COXSACKIE CORRECTIONAL FACILITY","New York","State government","Surface water","2,000","Coxsackie Correctional Institute","Box 200","WEST COXSACKIE","NY","12192","29-JAN-1981","20-JUN-2018"
"CA1910163","VALENCIA HEIGHTS WATER CO.","California","Private","Surface water purchased","7,775","3009 E. VIRGINIA AVENUE","-","WEST COVINA","CA","91791","22-MAR-1979","17-MAY-2018"
"TX0200070","VARNER CREEK UTILITY DISTRICT","Texas","Local government","Ground water","1,950","PO BOX 265","-","WEST COLUMBIA","TX","77486-0265","14-MAR-1980","18-JUN-2018"
"SC4650006","CWS RIVER HILLS S/D (4650006)","South Carolina","Private","Surface water purchased","10,271","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC4650008","CWS FOXWOOD (4650008)","South Carolina","Private","Surface water purchased","520","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"TX0200010","CITY OF WEST COLUMBIA","Texas","Local government","Ground water","5,694","PO BOX 487","-","WEST COLUMBIA","TX","77486-0487","14-MAR-1980","18-JUN-2018"
"SC3260027","ROLLING MEADOWS MHP (3260027)","South Carolina","Private","Ground water","1,056","3941 CHARLESTON HIGHWAY LOT 169 - OFFICE","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC0450007","CWS NEVITT FOREST (0450007)","South Carolina","Private","Surface water purchased","878","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3250012","CWS I-20 (3250012)","South Carolina","Private","Surface water purchased","5,680","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3210004","WEST COLUMBIA CITY OF (3210004)","South Carolina","Local government","Surface water","29,243","PO BOX 4044","-","WEST COLUMBIA","SC","29171","10-FEB-1979","15-MAY-2018"
"SC3250052","CWS ROLLINGWOOD (3250052)","South Carolina","Private","Surface water purchased","510","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3250058","CWS GLENN VILLAGE II (3250058)","South Carolina","Private","Ground water","824","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC4350006","CWS OAKLAND PLANTATION (4350006)","South Carolina","Private","Ground water","1,180","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3270300","CWS LANDS END CONDOS (3270300)","South Carolina","Private","Surface water purchased","632","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3250015","CWS HEATHERWOOD-BLUE RIDGE (3250015)","South Carolina","Private","Ground water","573","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC4050015","CWS RAINTREE ACRES (4050015)","South Carolina","Private","Surface water purchased","799","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC4050008","CWS CHARLESWOOD S/D (4050008)","South Carolina","Private","Surface water purchased","510","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3250035","CWS CHARWOOD S/D (3250035)","South Carolina","Private","Ground water","683","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"SC3250027","CWS VANARSDALE S/D (3250027)","South Carolina","Private","Surface water purchased","535","150 FOSTER BROTHERS DR","-","WEST COLUMBIA","SC","29172","10-FEB-1979","15-MAY-2018"
"IL0550650","WEST CITY","Illinois","Local government","Surface water purchased","669","1000 BLAKELY STREET","-","WEST CITY","IL","62812","13-FEB-1981","13-JUN-2018"
"IL0430900","WEST CHICAGO","Illinois","Local government","Ground water","27,086","475 MAIN STREET","-","WEST CHICAGO","IL","60185","13-FEB-1981","13-JUN-2018"
"PA1150834","WESTTOWN SCHOOL","Pennsylvania","Private","Surface water purchased","900","975 WESTTOWN ROAD","-","WEST CHESTER","PA","19382","05-JAN-1982","28-JUN-2018"
"NY2202349","WEST CARTHAGE VILLAGE","New York","Local government","Surface water purchased","1,734","MUNICIPAL OFFICE","61 HIGH STREET","WEST CARTHAGE","NY","13619","29-JAN-1981","20-JUN-2018"
"OH5702812","WEST CARROLLTON CITY PWS","Ohio","Local government","Ground water","12,000","300 EAST CENTRAL AVENUE","-","WEST CARROLLTON","OH","45449-1806","30-JAN-1981","26-JUN-2018"
"NJ0721001","WEST CALDWELL WATER DEPARTMENT","New Jersey","Local government","Surface water purchased","10,759","30 Clinton Road","-","WEST CALDWELL","NJ","07806","01-MAR-1980","21-JUN-2018"
"IA2900626","TIMBERLINE ESTATES, LTD.","Iowa","Private","Ground water","712","ATTN EVERETT FRY","14876 WASHINGTON ST LOT 117","WEST BURLINGTON","IA","52655","27-FEB-1979","29-JUN-2018"
"IA2985002","WEST BURLINGTON MUNI. WATER SUPPLY","Iowa","Local government","Surface water purchased","3,370","ATTN TROY CLINE UTILITIES COOR","122 BROADWAY ST","WEST BURLINGTON","IA","52655","27-FEB-1979","29-JUN-2018"
"MA2323000","WEST BROOKFIELD WATER DEPARTMENT","Massachusetts","Local government","Ground water","2,477","2 EAST MAIN ST","P.O. BOX 9","WEST BROOKFIELD","MA","01585","26-FEB-1979","18-JUN-2018"
"MA4322000","WEST BRIDGEWATER WATER DEPT","Massachusetts","Local government","Ground water","7,104","29 CYR ST","-","WEST BRIDGEWATER","MA","02379","26-FEB-1979","18-JUN-2018"
